Timestamp,What is your age?,Do you have an innie or an outie? ,Have you ever felt insecure about the look of your vulva?,Have you ever felt discomfort while wearing underwear due to the size of your vulva/size of the underwear?,Do you find that some underwear gussets (the crotch) are too small?,Have you ever gotten BV or a yeast infection from wearing underwear that wasn't breathable or was too tight?,"What is the average width of the underwear gussets in your underwear drawer? (measure the width of the crotch of a few pairs, add up all of the numbers, and divide that new number by the total number of pairs you counted)",What is your favorite underwear style?,What is your favorite type of rise?,What styles or colors do you want Cherri to make?,Any other feedback or comments for Cherri?
2021-08-23 06:40:16.407,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 06:40:25.091,25 - 32,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 06:40:27.233,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 06:40:52.318,18 - 24,Innie,No,No,Yes,Yes,,Thong,Midrise,,
2021-08-23 06:41:04.621,18 - 24,Innie,Yes,No,Yes,No,,Shortie/Boxer,Highwaisted,Something yellow 💛,
2021-08-23 06:42:40.408,18 - 24,Innie,No,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-23 06:45:38.446,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 06:45:47.057,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 06:46:53.104,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Midrise,"I tend to like darker colors, and lacy/strappy designs without losing comfort or ability to breathe","No, but thank you!"
2021-08-23 06:49:10.614,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 06:50:48.208,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 06:52:20.681,25 - 32,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,Nude,
2021-08-23 06:54:53.177,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,browns !,
2021-08-23 06:56:17.670,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 06:57:24.513,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-23 06:58:45.991,33 - 39,Innie,No,Yes,No,Yes,,Cheeky,Midrise,Black,
2021-08-23 07:01:53.307,18 - 24,Innie,Yes,No,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-23 07:03:58.138,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 07:04:28.378,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,Saw your tiktok addressing the gusset size and yasssssss!! Absolute queen. Thanks
2021-08-23 07:04:36.531,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 07:06:12.513,25 - 32,Outie,No,Yes,No,No,,Cheeky,Highwaisted,,
2021-08-23 07:06:25.821,33 - 39,Outie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-23 07:10:12.926,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,g string (where the back of the thong isn’t too wide cos that’s not comfy),
2021-08-23 07:11:28.800,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,any,
2021-08-23 07:15:55.265,33 - 39,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 07:18:02.848,25 - 32,Outie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-23 07:18:13.383,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lilac ,
2021-08-23 07:18:51.034,25 - 32,Innie,No,No,No,No,,Brief,Midrise,,
2021-08-23 07:19:14.276,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Neons!,
2021-08-23 07:20:53.081,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 07:25:34.708,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,"black, grey, dark ref",
2021-08-23 07:28:50.792,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 07:32:05.934,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 07:34:22.821,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 07:34:48.948,18 - 24,Innie,No,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 07:36:08.621,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Midrise,,
2021-08-23 07:36:10.261,18 - 24,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,Black,
2021-08-23 07:37:13.136,25 - 32,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,cute patterns ❤️,
2021-08-23 07:42:23.827,25 - 32,Innie,No,No,Yes,No,,Cheeky,Midrise,,
2021-08-23 07:42:47.964,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,Nudes,
2021-08-23 07:43:58.862,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Cotton for my cooch but sexy all over,
2021-08-23 07:44:56.784,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Lowrise,Seamless but not thong,
2021-08-23 07:45:46.643,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 07:45:52.822,33 - 39,Innie,Yes,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-23 07:47:36.655,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 07:49:00.535,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,black and deep red ,
2021-08-23 07:49:03.908,25 - 32,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-23 07:50:58.507,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 07:52:06.811,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 07:55:04.802,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 07:56:32.943,Under 18,Outie,Yes,Yes,Yes,No,,Cheeky,Lowrise,,
2021-08-23 07:56:42.980,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Lowrise,Bright green,Ruffles and lace
2021-08-23 08:00:08.382,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,Sexy,
2021-08-23 08:01:05.770,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,Pastel boxer styles,
2021-08-23 08:01:23.259,33 - 39,Innie,No,No,No,No,,Thong,Midrise,,"I would like a full brief that has a full bum cover, I have a nice round bum and can’t find anything to contain it. "
2021-08-23 08:03:35.977,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 08:04:08.262,Under 18,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,dark purple. ,
2021-08-23 08:04:14.980,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 08:05:58.337,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 08:06:08.647,18 - 24,Innie,Yes,Yes,No,Yes,,Cheeky,Highwaisted,,
2021-08-23 08:07:11.388,25 - 32,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,Any ,
2021-08-23 08:08:19.237,25 - 32,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,Plus sizes with a softer edging - as a plus size women the creases of our thighs get irritated really quickly by thin/sharp edgings.,Great to see someone doing underwear justice for once!
2021-08-23 08:08:22.081,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 08:09:03.958,25 - 32,Innie,No,Yes,Yes,No,,Brief,Highwaisted,Blue,
2021-08-23 08:10:07.865,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 08:10:50.996,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 08:11:14.264,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,"Hot pink silk , ",
2021-08-23 08:12:08.050,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 08:12:50.868,Under 18,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 08:12:55.509,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 08:13:58.689,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,Any ,
2021-08-23 08:14:40.901,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 08:15:06.554,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 08:15:33.962,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Any pastels! Specifically the cotton Candy ranges or lavender! ,
2021-08-23 08:15:41.382,18 - 24,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-23 08:15:44.005,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 08:16:40.336,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Burgundy,
2021-08-23 08:16:53.404,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 08:17:26.599,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,High waisted cheeky in black / skin coloured/ red ,
2021-08-23 08:17:31.755,18 - 24,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,,
2021-08-23 08:19:08.280,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,black and gold ,
2021-08-23 08:19:09.204,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Pastels ,
2021-08-23 08:20:04.308,18 - 24,Innie,No,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 08:20:07.523,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,black or patterned ,
2021-08-23 08:22:10.983,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Highwaisted,Black,
2021-08-23 08:22:14.018,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 08:22:19.390,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,SAge green,
2021-08-23 08:22:58.564,25 - 32,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 08:25:39.317,25 - 32,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Any but white or grey ,
2021-08-23 08:27:46.468,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 08:30:03.655,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Highwaisted,Seamless/ ones that cant be seen under yoga pants would be awesome. neutral shades too. ,
2021-08-23 08:30:27.841,25 - 32,Innie,No,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 08:31:37.220,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Black cheeky ,
2021-08-23 08:34:33.448,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 08:35:03.894,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Plus size and all the cute prints like leopard,
2021-08-23 08:38:21.879,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Baby pink,
2021-08-23 08:39:24.692,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Lingerie style ,
2021-08-23 08:39:28.571,33 - 39,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 08:40:37.114,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-08-23 08:40:41.589,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,yellow 1000000x over. OR EVEN STARS OR FLOWERS ,YOUR DOIN SOMETHING ABOUT IT 
2021-08-23 08:41:11.582,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 08:41:45.139,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,"Cheetah, goth themed, & black! :)",
2021-08-23 08:42:10.676,25 - 32,Innie,No,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 08:42:23.088,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 08:43:00.903,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Purple! ,
2021-08-23 08:46:19.325,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 08:46:53.944,25 - 32,Innie,No,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 08:49:03.469,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Black ,
2021-08-23 08:49:28.009,25 - 32,Innie,No,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-23 08:50:26.658,18 - 24,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Highwaisted,,
2021-08-23 08:51:58.873,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 08:52:26.114,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,"Dark purple, black, green",
2021-08-23 08:53:23.869,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 08:53:38.071,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 08:53:50.795,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 08:58:28.889,25 - 32,Outie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,,
2021-08-23 08:59:01.780,25 - 32,Innie,No,Yes,Yes,No,,Shortie/Boxer,Highwaisted,Black,
2021-08-23 08:59:16.569,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Basic,
2021-08-23 09:00:30.256,25 - 32,Innie,Yes,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-23 09:00:44.773,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 09:01:47.267,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:02:42.928,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 09:04:26.291,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:07:02.118,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,"Blue, black, neutrals. ",
2021-08-23 09:07:03.473,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 09:07:28.180,25 - 32,Innie,Yes,Yes,No,No,,Thong,Midrise,,
2021-08-23 09:07:43.109,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,"any style, any colour! ",
2021-08-23 09:08:38.844,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-23 09:09:07.537,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:09:40.839,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:10:09.199,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,Pink,
2021-08-23 09:10:24.174,25 - 32,Innie,Yes,No,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:10:51.565,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 09:11:33.182,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"Sheer material, but still soft, and black is my go to! ",
2021-08-23 09:11:54.869,18 - 24,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:11:59.079,25 - 32,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:12:12.260,18 - 24,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Loose fitting breathable underwear for lounging in! I wish there was underwear that was loose fitting but still the right size in the waist- I usually have to size up to a waist that is too big :( ,
2021-08-23 09:13:00.702,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,Pastels,
2021-08-23 09:13:49.990,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,I love teal colours or pastels. ,Not yet! 
2021-08-23 09:14:18.377,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:14:39.540,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,Cotton or hemp fabric. Organic would be cool ,Great business idea! Keep up the good work
2021-08-23 09:17:12.329,25 - 32,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-23 09:18:57.175,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:20:48.510,25 - 32,Innie,No,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 09:21:29.399,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:22:31.765,18 - 24,Outie,Yes,No,Yes,Yes,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-23 09:23:31.859,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:24:08.868,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 09:24:16.021,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Midrise,"I like neutrals for everyday, but red, orange, or purple for nights out",Just so thrilled to find someone who is addressing the war that goes on daily between my legs and the desire to just be covered and comfortable. 
2021-08-23 09:24:17.863,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 09:24:32.529,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 09:24:49.665,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:25:01.763,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Rainbow!,
2021-08-23 09:25:08.076,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-23 09:25:17.772,18 - 24,Outie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 09:26:36.139,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:26:42.426,25 - 32,Innie,No,Yes,Yes,No,,Thong,Lowrise,,
2021-08-23 09:27:01.678,18 - 24,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,Light blue,
2021-08-23 09:28:15.222,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 09:28:22.393,18 - 24,Outie,No,Yes,Yes,Yes,,Thong,Midrise,"orange, tans, pinks",
2021-08-23 09:28:32.987,25 - 32,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 09:29:02.672,33 - 39,Outie,Yes,Yes,Yes,No,,Brief,Midrise,Jewel tones! ,
2021-08-23 09:29:36.892,40 +,Outie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-23 09:30:52.098,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:31:41.956,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:31:55.716,18 - 24,Outie,Yes,Yes,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-23 09:33:14.668,18 - 24,Innie,No,Yes,Yes,No,,Cheeky,Midrise,black green blue ,
2021-08-23 09:33:43.887,25 - 32,Innie,No,No,Yes,No,,Thong,Midrise,,
2021-08-23 09:33:54.193,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 09:33:55.183,33 - 39,Innie,Yes,Yes,Yes,Yes,,Shortie/Boxer,Midrise,Black patterns,
2021-08-23 09:34:09.677,25 - 32,Innie,No,Yes,Yes,No,,Brief,Highwaisted,,
2021-08-23 09:34:28.660,18 - 24,Outie,Yes,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 09:34:47.363,25 - 32,Innie,No,No,Yes,No,,Shortie/Boxer,Highwaisted,,
2021-08-23 09:35:06.655,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 09:35:58.901,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,Any,
2021-08-23 09:36:20.543,33 - 39,Innie,No,Yes,Yes,Yes,,Brief,Midrise,,
2021-08-23 09:36:55.727,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 09:36:55.972,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,Black,
2021-08-23 09:36:56.605,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:37:32.148,18 - 24,Innie,Yes,Yes,Yes,No,,Shortie/Boxer,Midrise,,
2021-08-23 09:39:59.058,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:40:30.825,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,Pink is my fav!,You’re amazing dude 
2021-08-23 09:40:42.261,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:40:52.737,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:41:02.824,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Any and all,I need bigger than a 2x
2021-08-23 09:41:42.729,18 - 24,Outie,Yes,Yes,No,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 09:41:51.073,25 - 32,Innie,Yes,Yes,Yes,Yes,,Brief,Highwaisted,,
2021-08-23 09:42:44.818,18 - 24,Outie,Yes,No,No,No,,Cheeky,Midrise,,
2021-08-23 09:42:56.450,18 - 24,Outie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-08-23 09:43:20.188,25 - 32,Innie,No,Yes,Yes,No,,Brief,Highwaisted,Any,
2021-08-23 09:44:15.181,25 - 32,Outie,Yes,Yes,Yes,No,,Cheeky,Lowrise,,
2021-08-23 09:45:50.566,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:46:08.638,33 - 39,Innie,No,No,Yes,No,,Brief,Highwaisted,,
2021-08-23 09:46:47.759,25 - 32,Innie,Yes,Yes,Yes,Yes,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 09:46:48.467,18 - 24,Innie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,
2021-08-23 09:48:06.835,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Midrise,"True nude for all skintones, I am mixed race with tan/brown skintone and I can never find a real nude that is true to my skintone",
2021-08-23 09:48:18.131,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 09:48:35.949,18 - 24,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Lowrise,,
2021-08-23 09:48:48.430,25 - 32,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:50:08.950,33 - 39,Outie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,Orange 60s queen,
2021-08-23 09:50:09.457,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,,Love this! - i was really self conscious as a mid to late teen and wish it was spoken about more!
2021-08-23 09:50:15.996,18 - 24,Innie,Yes,Yes,Yes,No,,Thong,Midrise,Lilac or lavender,
2021-08-23 09:50:55.501,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 09:52:36.808,33 - 39,Innie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 09:52:54.606,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,,
2021-08-23 09:54:00.862,40 +,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-23 09:54:15.757,33 - 39,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,Blue,
2021-08-23 09:57:22.729,25 - 32,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 09:57:27.328,25 - 32,Outie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,Warm tones + lavender ,
2021-08-23 09:57:28.589,18 - 24,Innie,No,Yes,Yes,No,,Thong,Highwaisted,,
2021-08-23 09:58:47.255,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Highwaisted,"Earth tones,  dark browns",
2021-08-23 09:58:59.394,25 - 32,Innie,No,Yes,Yes,Yes,,Thong,Lowrise,,
2021-08-23 09:59:08.998,25 - 32,Innie,Yes,Yes,Yes,No,,Cheeky,Midrise,All shades of purple :) ,
2021-08-23 10:00:10.480,40 +,Innie,No,No,Yes,No,,Midrise/Lowrise Bikini,Midrise,Sizes 24-30,
2021-08-23 10:00:17.484,25 - 32,Innie,No,Yes,Yes,No,,Thong,Midrise,Anything that fits maybe a goth line ,
2021-08-23 10:00:20.982,25 - 32,Innie,Yes,Yes,Yes,No,,Thong,Lowrise,,
2021-08-23 10:00:40.921,18 - 24,Innie,No,Yes,Yes,No,,Thong,Lowrise,Fun colors and neutrals to fully replace the underwear designed by men.,U rock 
2021-08-23 10:01:52.134,25 - 32,Innie,No,Yes,Yes,Yes,,Cheeky,Lowrise,,
2021-08-23 10:02:40.581,18 - 24,Innie,No,Yes,Yes,No,,Thong,Midrise,The super soft seamless kind that don’t leave marks you know??? ,Love this! 
2021-08-23 10:04:16.593,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,Silky and lacy,
2021-08-23 10:05:33.584,18 - 24,Outie,No,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 10:06:34.672,18 - 24,Outie,Yes,Yes,Yes,No,,Cheeky,Midrise,,
2021-08-23 10:07:07.908,25 - 32,Innie,No,Yes,Yes,No,,Midrise/Lowrise Bikini,Highwaisted,Nude,
2021-08-23 10:07:31.100,25 - 32,Innie,Yes,No,Yes,Yes,,Midrise/Lowrise Bikini,Highwaisted,Pink,
2021-08-23 10:10:01.521,18 - 24,Innie,Yes,Yes,Yes,Yes,,Thong,Midrise,,
2021-08-23 10:13:23.781,33 - 39,Innie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 10:13:48.883,18 - 24,Innie,Yes,Yes,Yes,Yes,,Cheeky,Highwaisted,,
2021-08-23 10:14:26.401,18 - 24,Innie,Yes,Yes,Yes,No,,Midrise/Lowrise Bikini,Midrise,,
2021-08-23 10:14:38.426,Under 18,Innie,Yes,Yes,Yes,Yes,,Cheeky,Midrise,,
2021-08-23 10:15:09.187,18 - 24,Innie,No,Yes,Yes,Yes,,Thong,Highwaisted,Brown. Earth tones. ,Love what u do 
2021-08-23 10:15:20.814,18 - 24,Outie,Yes,Yes,Yes,Yes,,Thong,Highwaisted,,
2021-08-23 10:15:41.174,18 - 24,Innie,No,Yes,Yes,No,,Thong,Lowrise,Neutral and solid colors ,
2021-08-23 10:16:07.279,18 - 24,Innie,No,Yes,Yes,Yes,,Cheeky,Midrise,Aqua,
